,tweet_id,favorite_count,display_text_range,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,Dog_stage
14,889531135344209921,13944,"[0, 118]",0,0,2017-07-24 17:02:04 +0000, http://twitter.com/download/iphone       ,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,0,0,,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,   puppo
15,889278841981685760,23138,"[0, 138]",0,0,2017-07-24 00:19:32 +0000, http://twitter.com/download/iphone       ,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,0,0,,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,    
16,888917238123831296,26754,"[0, 86]",0,0,2017-07-23 00:22:39 +0000, http://twitter.com/download/iphone       ,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,0,0,,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,    
17,888804989199671297,23483,"[0, 128]",0,0,2017-07-22 16:56:37 +0000, http://twitter.com/download/iphone       ,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,0,0,,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,    
18,888554962724278272,18106,"[0, 87]",0,0,2017-07-22 00:23:06 +0000, http://twitter.com/download/iphone       ,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,0,0,,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,    
19,888078434458587136,20005,"[0, 127]",0,0,2017-07-20 16:49:33 +0000, http://twitter.com/download/iphone       ,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,0,0,,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,    
20,887705289381826560,27813,"[0, 127]",0,0,2017-07-19 16:06:48 +0000, http://twitter.com/download/iphone       ,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,0,0,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,    
21,887517139158093824,42599,"[0, 108]",0,0,2017-07-19 03:39:09 +0000, http://twitter.com/download/iphone       ,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,0,0,,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,such,    
22,887473957103951883,63035,"[0, 99]",0,0,2017-07-19 00:47:34 +0000, http://twitter.com/download/iphone       ,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,0,0,,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,    
23,887343217045368832,30937,"[0, 88]",0,0,2017-07-18 16:08:03 +0000, http://twitter.com/download/iphone       ,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,0,0,,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,None,    
24,887101392804085760,28138,"[0, 129]",0,0,2017-07-18 00:07:08 +0000, http://twitter.com/download/iphone       ,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,0,0,,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,None,    
25,886983233522544640,31962,"[0, 101]",0,0,2017-07-17 16:17:36 +0000, http://twitter.com/download/iphone       ,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,0,0,,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,    
26,886736880519319552,10978,"[0, 121]",0,0,2017-07-16 23:58:41 +0000, http://twitter.com/download/iphone       ,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",0,0,,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,    
27,886680336477933568,20665,"[0, 71]",0,0,2017-07-16 20:14:00 +0000, http://twitter.com/download/iphone       ,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,0,0,,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,    
28,886366144734445568,19398,"[0, 131]",0,0,2017-07-15 23:25:31 +0000, http://twitter.com/download/iphone       ,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,0,0,,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,  pupper 
29,886267009285017600,110,"[27, 105]",-2147483648,-2147483648,2017-07-15 16:51:35 +0000, http://twitter.com/download/iphone       ,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,0,0,,,12,10,None,    
30,886258384151887873,25682,"[0, 94]",0,0,2017-07-15 16:17:19 +0000, http://twitter.com/download/iphone       ,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,0,0,,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,    
31,886054160059072513,0,"[0, 50]",0,0,2017-07-15 02:45:48 +0000, http://twitter.com/download/iphone       ,RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,-2147483648,19607400,2017-07-15 02:44:07+00:00,"https://twitter.com/dog_rates/status/886053434075471873,https://twitter.com/dog_rates/status/886053434075471873",12,10,None,    
32,885984800019947520,29933,"[0, 140]",0,0,2017-07-14 22:10:11 +0000, http://twitter.com/download/iphone       ,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,0,0,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,    
33,885528943205470208,33017,"[0, 109]",0,0,2017-07-13 15:58:47 +0000, http://twitter.com/download/iphone       ,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,0,0,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,    
34,885518971528720385,18810,"[0, 47]",0,0,2017-07-13 15:19:09 +0000, http://twitter.com/download/iphone       ,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,0,0,,https://twitter.com/4bonds2carbon/status/885517367337512960,14,10,None,    
35,885311592912609280,0,"[0, 133]",0,0,2017-07-13 01:35:06 +0000, http://twitter.com/download/iphone       ,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,-2147483648,-2147483648,2017-02-12 01:04:29+00:00,"https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1",13,10,Lilly,    
36,885167619883638784,20080,"[0, 134]",0,0,2017-07-12 16:03:00 +0000, http://twitter.com/download/iphone       ,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,0,0,,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,None,    
37,884925521741709313,70653,"[0, 93]",0,0,2017-07-12 00:01:00 +0000, http://twitter.com/download/iphone       ,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",0,0,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,    
38,884876753390489601,25527,"[0, 118]",0,0,2017-07-11 20:47:12 +0000, http://twitter.com/download/iphone       ,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,0,0,,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,    
39,884562892145688576,22328,"[0, 66]",0,0,2017-07-11 00:00:02 +0000, http://twitter.com/download/iphone       ,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,0,0,,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,    
40,884441805382717440,24896,"[0, 136]",0,0,2017-07-10 15:58:53 +0000, http://twitter.com/download/iphone       ,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",0,0,,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,None,    
41,884247878851493888,66549,"[0, 104]",0,0,2017-07-10 03:08:17 +0000, http://twitter.com/download/iphone       ,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,0,0,,https://twitter.com/kaijohnson_19/status/883965650754039809,13,10,None,    
42,884162670584377345,18752,"[0, 140]",0,0,2017-07-09 21:29:42 +0000, http://twitter.com/download/iphone       ,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,0,0,,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo   
43,883838122936631299,20070,"[0, 137]",0,0,2017-07-09 00:00:04 +0000, http://twitter.com/download/iphone       ,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,0,0,,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,    
44,883482846933004288,42082,"[0, 112]",0,0,2017-07-08 00:28:19 +0000, http://twitter.com/download/iphone       ,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",0,0,,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,    
45,883360690899218434,20845,"[0, 139]",0,0,2017-07-07 16:22:55 +0000, http://twitter.com/download/iphone       ,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,0,0,,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald, floofer  
46,883117836046086144,34037,"[0, 111]",0,0,2017-07-07 00:17:54 +0000, http://twitter.com/download/iphone       ,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",0,0,,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,None,    
47,882992080364220416,21935,"[0, 108]",0,0,2017-07-06 15:58:11 +0000, http://twitter.com/download/iphone       ,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,0,0,,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,    
48,882762694511734784,25944,"[0, 114]",0,0,2017-07-06 00:46:41 +0000, http://twitter.com/download/iphone       ,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,0,0,,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,  pupper 
49,882627270321602560,25727,"[0, 136]",0,0,2017-07-05 15:48:34 +0000, http://twitter.com/download/iphone       ,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,0,0,,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,    
50,882268110199369728,41151,"[0, 114]",0,0,2017-07-04 16:01:23 +0000, http://twitter.com/download/iphone       ,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,0,0,,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,    
51,882045870035918850,26921,"[0, 133]",0,0,2017-07-04 01:18:17 +0000, http://twitter.com/download/iphone       ,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",0,0,,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,    
52,881906580714921986,22387,"[0, 67]",0,0,2017-07-03 16:04:48 +0000, http://twitter.com/download/iphone       ,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,0,0,,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,    
53,881666595344535552,46539,"[0, 115]",0,0,2017-07-03 00:11:11 +0000, http://twitter.com/download/iphone       ,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,0,0,,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,    
54,881633300179243008,116,"[13, 91]",-2147483648,47384430,2017-07-02 21:58:53 +0000, http://twitter.com/download/iphone       ,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,0,0,,,17,10,None,    
55,881536004380872706,45432,"[0, 130]",0,0,2017-07-02 15:32:16 +0000, http://twitter.com/download/iphone       ,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",0,0,,https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,a,  pupper 
56,881268444196462592,21406,"[0, 138]",0,0,2017-07-01 21:49:04 +0000, http://twitter.com/download/iphone       ,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,0,0,,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,    
57,880935762899988482,15722,"[0, 72]",0,0,2017-06-30 23:47:07 +0000, http://twitter.com/download/iphone       ,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,0,0,,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,    
58,880872448815771648,19569,"[0, 137]",0,0,2017-06-30 19:35:32 +0000, http://twitter.com/download/iphone       ,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,0,0,,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,None,    
59,880465832366813184,26151,"[0, 114]",0,0,2017-06-29 16:39:47 +0000, http://twitter.com/download/iphone       ,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,0,0,,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,    
60,880221127280381952,24750,"[0, 108]",0,0,2017-06-29 00:27:25 +0000, http://twitter.com/download/iphone       ,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,0,0,,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,    
61,880095782870896641,25393,"[0, 129]",0,0,2017-06-28 16:09:20 +0000, http://twitter.com/download/iphone       ,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,0,0,,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,None,    
62,879862464715927552,20575,"[0, 91]",0,0,2017-06-28 00:42:13 +0000, http://twitter.com/download/iphone       ,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,0,0,,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,    
63,879674319642796034,292,"[16, 31]",-2147483648,-2147483648,2017-06-27 12:14:36 +0000, http://twitter.com/download/iphone       ,@RealKentMurphy 14/10 confirmed,0,0,,,14,10,None,    
64,879492040517615616,21594,"[0, 90]",0,0,2017-06-27 00:10:17 +0000, http://twitter.com/download/iphone       ,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,0,0,,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,    
65,879415818425184262,97164,"[0, 82]",0,0,2017-06-26 19:07:24 +0000, http://twitter.com/download/iphone       ,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,0,0,,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,    
66,879376492567855104,15487,"[0, 125]",0,0,2017-06-26 16:31:08 +0000, http://twitter.com/download/iphone       ,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,0,0,,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,    
67,879130579576475649,0,"[0, 140]",0,0,2017-06-26 00:13:58 +0000, http://twitter.com/download/iphone       ,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://…,-2147483648,-2147483648,2017-06-23 01:10:23+00:00,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,    
68,879050749262655488,20735,"[0, 132]",0,0,2017-06-25 18:56:45 +0000, http://twitter.com/download/iphone       ,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,0,0,,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,    
69,879008229531029506,17494,"[0, 94]",0,0,2017-06-25 16:07:47 +0000, http://twitter.com/download/iphone       ,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,0,0,,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,    
70,878776093423087618,17824,"[0, 126]",0,0,2017-06-25 00:45:22 +0000, http://twitter.com/download/iphone       ,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,0,0,,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,   puppo
71,878604707211726852,27657,"[0, 45]",0,0,2017-06-24 13:24:20 +0000, http://twitter.com/download/iphone       ,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,0,0,,https://twitter.com/bbcworld/status/878599868507402241,13,10,None,    
72,878404777348136964,0,"[0, 140]",0,0,2017-06-24 00:09:53 +0000, http://twitter.com/download/iphone       ,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https:/…",-2147483648,-2147483648,2017-06-23 16:00:04+00:00,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,    
73,878316110768087041,0,"[0, 140]",0,0,2017-06-23 18:17:33 +0000, http://twitter.com/download/iphone       ,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/i…,-2147483648,-2147483648,2015-11-24 03:51:38+00:00,https://twitter.com/dog_rates/status/669000397445533696/photo/1,11,10,Terrance,    
74,878281511006478336,7105,"[0, 140]",0,0,2017-06-23 16:00:04 +0000, http://twitter.com/download/iphone       ,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",0,0,,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,    
75,878057613040115712,38753,"[0, 115]",0,0,2017-06-23 01:10:23 +0000, http://twitter.com/download/iphone       ,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,0,0,,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,    
76,877736472329191424,72788,"[0, 93]",0,0,2017-06-22 03:54:17 +0000, http://twitter.com/download/iphone       ,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,0,0,,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,    
